img	comment	related text	question	answer
23259-04lady1.jpg	a close up of a person wearing a hat			
09228-descent.jpg	a picture of a man and a woman			
31095-2proce01.jpg	a group of people standing next to each other			
29679-king_asa.jpg	a very tall building with a clock on it			
20022-floating.jpg	a flock of birds that are standing in the water			
15123-selfport.jpg	a woman in a leather jacket sitting in the dark			
27161-mildorf1.jpg	a group of people sitting on a couch			
14682-triptyc1.jpg	a wooden clock with a painting on it			
23013-queenmar.jpg	a woman in a red dress holding a book			
38007-altarpi.jpg	a grandfather clock in the middle of a room			
13070-brigsail.jpg	a sailboat in the ocean with clouds in the background			
24387-viewmarl.jpg	a group of people riding horses down a dirt road			
44087-10woman.jpg	a woman wearing a hat and a hat			
32879-0ceilinh.jpg	a wall with a clock on the wall			
37870-adoratio.jpg	a group of people standing next to each other			
05690-shepdrea.jpg	a woman sitting on a bed with a dog			
29380-st_john.jpg	a statue of a man sitting on a wooden floor			
25154-passion1.jpg	a painting of a man sitting on top of a bed			
24173-adoratio.jpg	a large group of people sitting on a couch			
00733-5mira4.jpg	a white vase with a statue on top of it			
23015-portrai1.jpg	a man in a black jacket and a red shirt and a red shirt			
36317-angelapp.jpg	a couple of people standing next to a large tree			
26192-virgin.jpg	a black and white photo of a woman holding an umbrella			
05999-governor.jpg	a group of people sitting around each other			
07910-christ_g.jpg	a group of people sitting around a pile of stuffed animals			
		a group of people sitting around a pile of stuffed animals	What stuffed animals?	a group of people sitting around a pile of
		a group of people sitting around a pile of stuffed animals	What did a group of people sitting around a pile of stuff?	animals
16602-stucco.jpg	a wall with a picture of a man on it			
07224-canal5111.jpg	a group of people on a boat in the water			
07916-hunting.jpg	a group of people standing around a pile of animals			
44578-ottobeur.jpg	a fancy clock is displayed on a table			
		a fancy clock is displayed on a table	What is a fancy clock displayed on?	on a table
		a fancy clock is displayed on a table	What is displayed on a table?	a fancy clock
39621-1resurr5.jpg	a man sitting on a bed with his hands in his hand			
39026-7europe.jpg	a group of people standing around in front of a wall			
17208-olive10.jpg	a tree that has a tree in it			
10557-levada5.jpg	a group of people standing next to a statue			
14632-2north4.jpg	a large group of people standing in front of a building			
12362-tivoli1.jpg	a view of a city in the distance			
14921-3ponta03.jpg	a table with a pot and some food on it			
11107-pensive.jpg	a man sitting on top of a pile of snow			
04916-cartoxen.jpg	a couple of cows standing next to each other			
07854-06mark.jpg	a brown dog standing next to a sign			
40265-organ_1.jpg	a black and white photo of a man and a statue			
05080-port_wom.jpg	a woman in a red dress and a tie			
