img	caption	sentence
40026-brothe09.jpg	a woman standing in front of a wall with a painting on it	a woman stand in front of a wall with a painting on it
19908-06henry8.jpg	a man wearing a red shirt and a tie	a man wear a red shirt and a tie
34401-louisxiv.jpg	a man standing next to a brown horse	a man stand next to a brown horse
31409-3adorat.jpg	a group of people standing in front of a building	a group of people stand in front of a building
22538-2assump1.jpg	a group of people standing around a stone wall	a group of people stand around a stone wall
13726-rosso.jpg	a clock on a wall in a room	a clock on a wall in a room
39300-02ceilin.jpg	a man laying in a bed with a child	a man lay in a bed with a child
09070-babel.jpg	a group of people standing in front of a building	a group of people stand in front of a building
08479-portpope.jpg	a man in a red hat using a laptop	a man in a red hat use a laptop
26593-08_3ce8.jpg	a couple of people that are laying down	a couple of people that are lay down
06013-regents.jpg	a group of people sitting around a couch	a group of people sit around a couch
31095-2proce01.jpg	a group of people standing next to each other	a group of people stand next to each other
34050-2renoi30.jpg	a woman sitting next to a girl in a chair	a woman sit next to a girl in a chair
05080-port_wom.jpg	a woman in a red dress and a tie	a woman in a red dress and a tie
02483-2busts3.jpg	a woman wearing a hat and a black dress	a woman wear a hat and a black dress
22199-04chess.jpg	a group of people standing next to each other	a group of people stand next to each other
33338-genius.jpg	a group of people standing on top of elephants	a group of people stand on top of elephants
40265-organ_1.jpg	a black and white photo of a man and a statue	a black and white photo of a man and a statue
34475-1virgin.jpg	a group of people sitting on top of a building	a group of people sit on top of a building
26732-lu14ami.jpg	an old picture of a woman and a woman	an old picture of a woman and a woman
23508-annuncia.jpg	a woman standing next to a stone wall	a woman stand next to a stone wall
42325-agony_ga.jpg	a couple of women sitting on top of a couch	a couple of women sit on top of a couch
43085-estuary.jpg	a boat that is floating in the water	a boat that is float in the water
07174-canal218.jpg	an old church with a castle in the background	an old church with a castle in the background
09303-vanitas9.jpg	a stack of books sitting on top of a table	a stack of books sit on top of a table
19032-italland.jpg	a body of water next to a forest filled with trees	a body of water next to a forest filled with trees
37110-scene23.jpg	a group of people standing in front of a window	a group of people stand in front of a window
01072-david1.jpg	a woman standing on top of a bed with sheep	a woman stand on top of a bed with sheep
22311-02beerga.jpg	a group of people sitting around a wooden bench	a group of people sit around a wooden bench
36769-diptych3.jpg	a statue of a shirtless man in the dark	a statue of a shirtless man in the dark
40900-11lament.jpg	a group of people standing next to each other	a group of people stand next to each other
39275-2cana.jpg	a large group of people in a room	a large group of people in a room
31430-05portu.jpg	a large display of people in a building	a large display of people in a building
39465-05joseph.jpg	an old photo of a woman in a <unk>	an old photo of a woman in a < unk >
41979-farnese.jpg	a large house with a tree in front of it	a large house with a tree in front of it
31080-3anton10.jpg	a couple of women standing next to each other	a couple of women stand next to each other
39685-09grima0.jpg	a group of people standing next to a statue	a group of people stand next to a statue
30938-stillif2.jpg	a close up of a bowl of fruit on a table	a close up of a bowl of fruit on a table
37887-virgin_c.jpg	a group of people standing in a room	a group of people stand in a room
32168-isabella.jpg	a close up of a person wearing a costume	a close up of a person wear a costume
18898-stanthon.jpg	a man reading a book on a bed	a man read a book on a bed
23912-wed_cana.jpg	a group of people standing around a table	a group of people stand around a table
22936-03tailor.jpg	a black and white photo of people sitting on a couch	a black and white photo of people sit on a couch
23013-queenmar.jpg	a woman in a red dress holding a book	a woman in a red dress hold a book
44666-firenze1.jpg	a large building with people walking around it	a large building with people walk around it
35251-3madenth.jpg	a group of people sitting on a stage	a group of people sit on a stage
10504-ascoli.jpg	a large building with a painting on it	a large building with a painting on it
30165-parrots.jpg	a bunch of birds that are sitting in a window	a bunch of birds that are sit in a window
14208-medici.jpg	a large group of people standing in a building	a large group of people stand in a building
22750-1selfpor.jpg	a black and white photo of a woman sitting on a bed	a black and white photo of a woman sit on a bed
39986-1misc09.jpg	a statue of a man wearing a hat and a hat	a statue of a man wear a hat and a hat
04406-bacchant.jpg	a couple of people laying on top of a bed	a couple of people lay on top of a bed
25257-madonna1.jpg	a group of people sitting next to each other	a group of people sit next to each other
26376-river_la.jpg	a couple of people standing next to a tree	a couple of people stand next to a tree
03815-098ecsta.jpg	a man standing next to a stone wall	a man stand next to a stone wall
16587-2pitti.jpg	a large stone building with a painting on the wall	a large stone building with a painting on the wall
27101-man_pipe.jpg	a man wearing a hat and a tie	a man wear a hat and a tie
15336-wisdom.jpg	a painting of a man sitting on top of a bed	a painting of a man sit on top of a bed
23583-port_wom.jpg	a man in a suit and bow tie	a man in a suit and bow tie
41333-044virgi.jpg	a statue of a man sitting on a couch	a statue of a man sit on a couch
39734-01sisyph.jpg	a man with a beard and a brown shirt is holding a dog	a man with a beard and a brown shirt is hold a dog
36094-camillu1a.jpg	a painting of a cat laying on a bed	a painting of a cat lay on a bed
22927-00moros.jpg	a large building with a statue of statues on it	a large building with a statue of statues on it
25985-05nativi.jpg	a man and a woman standing next to each other	a man and a woman stand next to each other
22442-river_la.jpg	a group of people on a beach with horses	a group of people on a beach with horses
18297-1011grec.jpg	a close up of a person wearing a suit and tie	a close up of a person wear a suit and tie
28417-tavern.jpg	a group of people sitting in front of a building	a group of people sit in front of a building
37129-60portra.jpg	a man wearing a red hat with a hat on	a man wear a red hat with a hat on
37870-adoratio.jpg	a group of people standing next to each other	a group of people stand next to each other
08955-herring.jpg	a glass vase sitting on top of a table	a glass vase sit on top of a table
03654-skating.jpg	a large group of people walking across a river	a large group of people walk across a river
18064-09scene.jpg	a group of people standing next to a building	a group of people stand next to a building
09908-courb412.jpg	a large building with a mountain in the background	a large building with a mountain in the background
08974-vanitas0.jpg	a painting of a cow sitting on top of a table	a painting of a cow sit on top of a table
04745-landscap.jpg	a man standing in front of a small house	a man stand in front of a small house
42049-columbus.jpg	a group of people standing next to each other	a group of people stand next to each other
24621-ecce_hom.jpg	a couple of men standing next to each other	a couple of men stand next to each other
17983-07scene.jpg	a group of people standing next to each other	a group of people stand next to each other
29407-venusarm.jpg	a group of people sitting on top of a couch	a group of people sit on top of a couch
19134-31peecke.jpg	a man with a beard and a beard	a man with a beard and a beard
20578-company5.jpg	a group of people sitting on the ground next to trees	a group of people sit on the ground next to trees
39621-1resurr5.jpg	a man sitting on a bed with his hands in his hand	a man sit on a bed with his hands in his hand
13627-04ferenc.jpg	a group of people standing around a building	a group of people stand around a building
21480-annuncia.jpg	a group of people standing in a room	a group of people stand in a room
20189-nieuwe1.jpg	a large building with people sitting on it	a large building with people sit on it
42701-ludovisi.jpg	a group of people standing next to each other	a group of people stand next to each other
35455-02samson.jpg	a group of people sitting on a couch	a group of people sit on a couch
03454-lastsupp.jpg	a large group of people sitting around a table	a large group of people sit around a table
23565-eavesdr.jpg	a woman is standing in front of a building	a woman is stand in front of a building
21250-barbier.jpg	a woman in a hat holding a <unk>	a woman in a hat hold a < unk >
07735-swimming.jpg	a man and a dog are standing in the water	a man and a dog are stand in the water
36733-triumph.jpg	a group of people riding on the backs of elephants	a group of people rid on the backs of elephants
15599-12adorat.jpg	a woman standing next to a man and a child	a woman stand next to a man and a child
13579-4invita2.jpg	a group of people standing next to each other	a group of people stand next to each other
36026-1still.jpg	a bunch of fruits and vegetables on a table	a bunch of fruits and vegetables on a table
05057-stillife.jpg	a woman sitting at a table with fruit in it	a woman sit at a table with fruit in it
22787-adorat.jpg	a group of people standing in front of a building	a group of people stand in front of a building
23969-2chris06.jpg	a group of people standing in front of a building	a group of people stand in front of a building
25050-altarpie.jpg	a group of people standing next to each other	a group of people stand next to each other
36595-immacula.jpg	a statue of a woman in a white dress	a statue of a woman in a white dress
13927-tronie.jpg	a woman in a dress and a brown dress	a woman in a dress and a brown dress
09342-viewdelf.jpg	a large building with people walking around it	a large building with people walk around it
38206-merchant.jpg	a woman sitting on a chair in a room	a woman sit on a chair in a room
14155-08music.jpg	a man in a white dress is holding a bag	a man in a white dress is hold a bag
30305-expulsio.jpg	a group of people standing in front of a church	a group of people stand in front of a church
15430-latina1.jpg	a painting of a man and a bird on a wall	a painting of a man and a bird on a wall
21165-port_man.jpg	a man wearing a hat and a hat	a man wear a hat and a hat
09987-cecilia.jpg	a group of people sitting in a room	a group of people sit in a room
42741-petition.jpg	a group of people riding horses down a dirt road	a group of people rid horses down a dirt road
42991-5venus_a.jpg	a woman standing next to a bunch of animals	a woman stand next to a bunch of animals
21671-seguier.jpg	a group of people standing under an umbrella	a group of people stand under an umbrella
30092-ztriptic.jpg	a large wooden clock with a painting on it	a large wooden clock with a painting on it
13074-nude_mod.jpg	a man laying on the ground with his arms crossed	a man lay on the ground with his arms crossed
32991-2scenes.jpg	a room with a painting on the wall	a room with a painting on the wall
19612-saints.jpg	a woman standing in front of a building	a woman stand in front of a building
03862-138sacr.jpg	a couple of women standing next to each other	a couple of women stand next to each other
26070-19coin.jpg	a man wearing a hat and holding a hat	a man wear a hat and holding a hat
31810-4moonlig.jpg	a black and white photo of a house	a black and white photo of a house
40914-06nativi.jpg	an old photo of a woman in a mirror	an old photo of a woman in a mirror
21450-tigerhun.jpg	a group of animals standing next to a tree	a group of animals stand next to a tree
41100-022pieta.jpg	a close up of a person wearing a mask	a close up of a person wear a mask
23259-04lady1.jpg	a close up of a person wearing a hat	a close up of a person wear a hat
16997-nuenen12.jpg	a close up of a person wearing a hat	a close up of a person wear a hat
37521-mystic_m.jpg	a couple of women sitting next to each other	a couple of women sit next to each other
22219-virgin_c.jpg	a group of children sitting in front of a clock	a group of children sit in front of a clock
18944-03poly.jpg	a painting of a woman standing next to a building	a painting of a woman stand next to a building
17177-1asylu10.jpg	a large green tree in the middle of a field	a large green tree in the middle of a field
03575-09reale.jpg	a painting of a person on a wall	a painting of a person on a wall
39651-6eccehom.jpg	a close up of a person with a dog	a close up of a person with a dog
19544-bullhunt.jpg	a large crowd of people standing in front of a large building	a large crowd of people stand in front of a large building
09842-courb1051.jpg	a group of men riding horses down a dirt road	a group of men rid horses down a dirt road
32879-0ceilinh.jpg	a wall with a clock on the wall	a wall with a clock on the wall
17762-413goya.jpg	a woman is standing next to a statue	a woman is stand next to a statue
08691-12attric.jpg	a statue of a man sitting in a room	a statue of a man sit in a room
